cleaned_text,class
recently stayed hotel allegro chicago business trip say displeased service received stay even though website boasts staff beck call found rude beds extremely uncomfortable noise level high awakened guests next room several times even though complained front desk resolve issue definitely would recommend hotel staying different hotel area,0
wife recently stayed allegro hotel chicago extremely disappointed claims luxury hotel air conditioning unit wasnt working ice maker refridgerator unbearably slow phoned issues front desk person end assured us problems would taken care noone ever showed aside many kids running around couldnt think straight two cents id would tell anyone considering staying allegro pass look options,0
unsatisfied stay allegro front desk clerk seemed put walked window giving confirmation number let us know rooms ready yet came surprise since arrived late day check already began waiting hour check able get room features requested informed requests guarantee room service also slow appeared understaffed finally got someone answer phone everything wanted food took eternity reach room order wasnt exactly right either kind service expected upscale hotel,0
recently visited chicago stayed hotel allegro chicago first enjoy welcome checked hotel hotel price roof used sleep eat breakfast food served par felt like cheap free lunch room crowded waste baskets bags toilet paper row half way finished checked felt house keepers gave us dirty looks went room feel safe hide valuables kept busy sign door one would enter take stuff rooms appear website actually opposite looked like regular motel inn paid way would actual motel inn appreciate none electrical outlets worked phone dead whole duration trip would recommend hotel anyone,0
husband went amalfi hotel expecting first class service first got learned given room another guest able get suite like booked room service took forever food subpar supposedly planners help explore area requested one never saw hide hair planner spa staff seemed incompetent positive things say amalfi hotel rooms stylish advertised give hotel two stars,0
though grand brand hotel seems disappoint certain fronts staff seemed snooty arrogant request upgrade fulfilled repetitive requeststhe initial room small cost paid would expect coffee maker free internet service least even regular bbs offer they levy charges everythingcomplete rip things matched grandeurcleanliness location good staff made stay unpleasant,0
recently stayed palmer house hilton business trip chicago best make sure future employees company stay reservation made early checkin arranged due travel arrangements travel companion get city early hours morning arranged early checkin without pay night fuss raised agreed assumed would fine got however rooms available us hours refused keep bags forced change clothes wash public restrooms office building first meeting took place cart bags around us offered insincere apologies didnt offer comp us anything inconvenience rest stay one night nothing praise guess bugs would count positive would definitely never recommend anyone stay,0
chicago palmer house disappointed chose hilton hotel definitely live standard set name first impression negative one greeted rather rude staff room might luxurious years ago general impression cleaned regularly could use little freshening bathroom obviously newer shower difficult use water pressure absolutely horrible food served room service hotels restaurant sounded delicious carefully crafted menus high prices made expect delicate cuisine food simply deliver promises everything tasted bland portions ridiculously small location hotel might seem like advantage since downtown chicago nearby many touristic attractions however windows room protect constant noise cars going overall hotel would decent advertise luxury hotel use hilton name price range,0
oh like dank museum four star hotel read many reviews hotel sure husband wouldnt disappointed spending th wedding anniversary heart chicago luxurious hotel reviews sounded great feel awkward writing fair place major disappointment location superb images online must taken years ago decor visited looked old faded noticed dirt everywhere fabric furniture stained baseboards woodwork scratched dirty seemed smell mold mildew permeated entire hotel even though food great linens glassware silverware sparkling sort helped candles lit didnt focus much dreary washed dining facility didnt realize experiencing history would actually mean staying hotel thats living past barely two star hotel recommend staying,0
hotel poor customer service worried keeping everything date perfect looking hotel rarely worried customers guests ask room serviced cleaning took long time get response disappointed,0
ive never written review share experience chicagos intercontinental hotel booked weekend hotel wifes birthday weve never stayed luxury hotel thought would great experience us horrors started first got counter clerk mixed rooms pointed got really snooty get room maid hadnt cleaned yet wait around went hotels restaurant food terrible overpriced finally room finished view promised nonexistent top maid terrible job cleaning toilet dirty actually found stain stain sheets waste money pointed concierge werent even offered refund discount never,0
stay palmer house hilton less satisfactory would expected much high end hotel rooms way priced service less satisfactory one point left dirty towels floor picked room service came still side things cup left desk planning use later gone coffee towels also never replaced also astounded internet service come price room rather nominal fee paying much room hoped least complimentary wifi stay palmer house hilton left much wished staying,0
decent place stay people nice enough yet atmosphere expecting rooms spacious welcoming many places eat yet food pricey average would stay possibly feel like could find better option better price,0
intercontinental chicago hotel terrible first continental breakfast joke food unhealthy unsatisfactory first night expected maid come clean room came back siteseeing find room condition left never go back hotel,0
first made reservations palmer house hilton excited gorgeous pictures displayed website little know going total disaster first husband couldnt find place first time chicago would call directions kept putting hold husband finally arrived bus boy extremely rude manhandling luggage held hands impatiently expecting tip talk arrogant front desk clerk little pushy husband staying one night attend sisters wedding kept trying upsell suite needed regular guest room room okay decorated ornately forced jack price take youre worth even nerve try say purchased items snack bar ordered movie ive never even heard completely unprofessional never repeat never stay hotel ever,0
would stay hotel rooms fowl odor seemed though carpets never cleaned neighborhood also less desirable housekeepers seemed snooping around cleaning rooms say front desk staff friendly albeit slightly dimwitted,0
awful experience staff rude unhelpful took forever check took even find reservation got room marginally clean complained said full could anything would never go back obviously worried customer service,0
grant hotel seems nice pleased stay customer service horrible request towels washcloths several times receiving linen replaced either much paid stay youd think least youd get iron request iron addition failed amenities mistakenly charged twice stay wasnt reimbursed entire week later next time choose visit chicago swissotel last place think stay,0
wanted stay hotel since heard historic highly disappointed stay room given dirty went back front desk inquire disregarded concerns took long time get new room whole time unprofessional make feel welcome stay hotel night since people rooms around mine unruly making noises night long left night demanding refund,0
millennium knickerbocker hotel seen better days fond memories staying considered finest hotel booked room celebrate special occasion found highlypriced great property look five suites found one upholstered furniture liking rooms carpet clean refrigerator dripping water balcony littered cigarette butts finally settled room bellman friendly apologetic priced turned around walked sent letter management returned home month never received answer plenty places spend money dont leave hotel,0
chicago favorite city visit wanted share special city new love booked us room swissotel advertised close downtown close museums chicago wanted share new love indeed close museums get either shopping district chicago art institute long walk full detours easy grab cab rooms seemed luxuriously decorated beds uncomfortable rooms clean room service slow food arrived cold total experience way expensive got think ever experienced level noise grand hotel swissotel seems would recommend swissotel disappointment noise cold food cost much,0
booked room swissotel chicago thought price reasonable base price however ended costing planned pay parking amenities service good considering market luxury hotel one help us bring bags difficult time staff cold would say average experience luxurious like claim,0
hotel certainly seems look beautiful hotel actually far even booking room online rather difficult wasnt able reach representative upon calling contact numbers general coming bad decision despite looks mistake wont make shouldnt either,0
superhigh bill millennium knickerbocker hotel chicago wife decided take weekend getaway celebrate anniversary told wife would take care everything booked millennium knickerbocker great location reasonably priced star hotel spa features hotel loby seemed nice enough staff seemed fine problems us started went room sinus problems didnt notice smell room wife didnt say anything wanted go flow ruin weekend couldnt find remote television didnt call trying good sports disappointed realized hotel didnt pool hot tub swimming relaxing hot tub one reasons go vacation upon checking hit dollar fee smoking room wife dont smoke nothing could get smoking fee wasnt bad enough hit fee missing remote control,0
husband arrived swissotel chicago celebrate th wedding anniversary automatically thought experience would nice pictures website hotels brochure intrigued us boy wee wrong upon arrival given advertised checkin time room ready waited hour bags hand checked twice see room ready staff less warm times frowns mumbles people desk hotels lobby tired finally arriving room expected take nap hit city reserved premier corner king thought supposed able see lakes rivers skyline yeah right saw brick side side building addition water shower little pressure called front desk phone rang times someone answered husband said thinks knew people calling requested better room said none available however upgraded room would pay sort upgrade fee could believe husband felt agitate fear might make things even worse us like turn air threw jeans headed fro coffee shop around corner given us refuge returning hours later water pressure fixed room clean bed plush overall experience especially rudeness staff good lets say next th anniversary wont stay swissotel tell others stay,0
stayed swissotel chicago night vacation girlfriend plan stay nights originally beauty could make poor service received front desk associate walked despite guests waiting check still stood waiting minutes person desk chatted phone someone clearly related hotel leaning counter finally got attention got phone acted like one fault needless say staying,0
stayed knickerbocker hotel last time visited chicago lived illinois college college budget trips city involved sharing room one cheaper hotels away downtown visit back decided would treat nicer stay used booked room knickerbocker everything looked nice got price paid really expecting something far beyond got maybe wasnt dressed right didnt carry right luggage front desk clerk unnecessarily snooty checked shouldnt hotel try make guests feel welcome stayed cheap hotels college front desk employees always friendly checked would give good tips best way get fun things city didnt even want ask tips front desk didnt want deal eye rolling important bothered attitude got checked guess location convenient hotels used visit really thought part money spending nice hotel would pay pleasant customer service experience look obviously afford stay hotel already booked paid room even customer service isnt number one goal making money pretty high list making paying customer feel unwelcome isnt good way secure return business doubt ill stay,0
disappointed hotel stayed swissotels enjoyed much service described aloof warmth prolonged checkin procedure woman repeatedly asked provide information given minutes ago precise indeed room service took forever pick good sign waybusy good food arrived late cold man tried replace took another hour never given price reduction free dessert anything apologize cleanliness must next godly knocked door despite fact doorknocker requesting service im late sleeper disappointed stay hotel clearly help build chains reputation,0
considering several hotels area family finally decided unfortunately homewood suites long weekend vacation overall experience left much desired breakfast buffet consisted cold scrambled eggs greasy pastries linens one beds seemed dirty told hotel staff asked replaced woman rolled eyes unprofessional attitude would come back ever,0
one night stay millennium knickerbocker hotel chicago must say loved chicago never go back hotel problems started parking lot yup even got little parking available area filled garbage broken glass kids hanging looking trouble upon first entrance hotel seemed nice changed got elevator go room elevator made kinds noise door slammed shut arm trying get bags hall smelled smoke carpets warn dirty looking room found one curtains would pull closed heater whistled called front desk ask assistance fresh pillows hung beginning terrible stay guests hall banging walls night long maids started running vacuums seemed feel best way hitting vacuum wall pass could check soon enough called around found another hotel stay remainder trip,0
arrived millennium knickerbocker hotel chicago shocked poor dangerous neighborhood situated chicago hoping forin addition looked nothing like pictures website paint faded chipped foul odor lobby staff speak waited minutes front desk someone finally came said reservation name long trip im sure know aggravating finally got manager knew work computer properly brought reservation got room small smelled like smoke carpet severely stained either wine blood also walking room hallway cockroach walked right across path like owned place top seemed everyone staying hotel gangster gambler lady night heard lots frighteningly loud love making arguments ensuing even television could mask nightmare oh yeah shower hot water complained desk said fault would fixed next week asked discount said refunds could leave whenever wanted,0
planned fun time kids summer booking kids suite swissotel chicago fun time exactly upon arriving weekend getaway find reservations made online confirmation held hand kids suite mean thing apparently none kids suites available kids suite supposed things keep kids happy room coloring video games etc one front desk could explain us kids suites available whatever took regular suite promise would moved soon one became available guess spent whole weekend room yes staff apologized one seemed overly concerned children dissapointed compensation extras offered make us less cranky fact none hotel staff friendly rooms clean spend lot time hotel booking room staff impress feel like treated well,0
stayed three nights recently hilton homewood suites downtown chicago overall cant rate establishment highly person front desk disorganized took minutes even find reservation finally got key desk person thrust keycard like happy rid didnt get better got suite bed poorly made found couple long blonde hairs one pillows room stuffy swear might even vague pet smell shower clean notable hard water stains shower doorand bathroom sink small continuous drip also carpets didnt seem fresh even high traffic dirt noticable also visited small gymworkout area disappointed also limited equipment poor repair floor even slippery made definite trip hazard indoor pool looked good dipped water felt bit slimy good smell amenities unfriendly service substandard cleanliness makes hotel one would definitely recommend anyone paired sky high room rates place earn repeat guests,0
really high hopes homewood suites stayed weeklong business trip last month considering prices technically hilton would expect something beyond typical cutrate bargain motel ill start good stuff hotel downtown bad stuff first everyone rude im sure management intentionally hires rude people poisonous culture inside hotel grinds otherwise decent people cynical pulp bellboy scowled lobby rough luggage scowled tipped likewise receptionist seemed flustered head call supervisor twice check reservation apparently new didnt much experience using computer thats excuse turned would twominute process decent hotel minutes tedium sadly room better service hot water sink work shower lukewarm one bulbs dead light fixture sink complimentary mood lighting guess tv bust sure lcd espn logo bottom right corner screen burned stayed every channel top bed smelled funny called front desk least phone worked asked fresh sheets person talked said theyd right never came eventually gave woke next morning back pain bed firm marshmallow left room made way chilly hallways complimentary buffet literally food bad even cereal tasted stale looking around everyone dinning room appeared similar experience sight twodozen disappointed people sipping weak coffee prodding watereddown scrambled eggs plastic forks sight becoming refugee camp expensive hotel plain sad worst part thing next four days,0
recently misfortune staying swissotel chicago hotel illinois one worse travel experiences ever first shuttle suppose pick us air port late hour bus finally came driver nice enough clearly first day job since got lost going back hotel finally got hotel didnt seem reservation nd room wife stay one room teenage girls usually stay room rude clerk corner nothing help us forced pack one room would rented another room vacancies left hotel large occupancy rate slowed everything else room service late almost everytime ordered hotel restaurant never wait less mins quality room fair enough almost impossible get room service could get fresh towels almost days suppose stay week left days found different hotel stay would recommend place anyone stay away,0
walked millennium knickerbocker hotel first thought wow yellow good kind yellow like sunny day ugly yellow would want wash pretty white blouse room fairly descent although yellow theme seemed leak victorian feeling lobby turned modern feeling rooms bathrooms would liked see less yellow maybe bit fancy feeling lobby rooms,0
recently stayed sheraton chicago hotel first time staying hotel sorry say last time staying one main issues hotel amount noise walls must thin lying bed night could hear neighbors next room talking although could quite make words conversations could definitely hear voices murmer addition awakened several times people conversing hallway walked door presumably way rooms admittedly light sleeper ridiculous decide stay suggest check bill carefully check checked mine found charged rate higher one supposed charged wait line front desk someone help front desk service woefully slow finally ask speak supervisor error could corrected finally though told upon checkin room recently updated cannot believe statement accurate room appeared rather dated furnishings decor carpet appeared somewhat worn round stay hotel disappointing next time arrange stay elsewhere,0
sheraton chicago place want experience chicago customer services provide ideas arent even shuttles bring around town food restaurant hotel serves mediocre burgers fries makes attempt emulate chicago culture million hotels chicago one average rooms fairly decent sized lack amenities like wifi mini bars view nothing special concierge anything responsive phone calls,0
millennium hotel knickerbocker sounds fine website pretty reality overhyped overpriced realityisntasgoodasfantasy package catering offer joke pick better food half price dozen places chicago area rooms cleaner lingering unpleasant odor cleaners used aggravated sinuses called complain nasalvoiced clerk blew rooms look small cozy book online get person realize tiny trying fit inside one makes think sardine mention smelled like cleaning solution also found hair supposedly clean bed made wonder thorough housekeeping staff fact looks like rooms comparatively small youd get better prices far better room hilton,0
whatever stay homewood suites downtown chicago made mistake terrible bed linens obviously clean even stain comforter housekeeping staff absolutely care good job room cleaned twice weeks stay even barest minimum effort seemed go didnt even empty trash cans insuite kitchen awful hoping save money cooking room one broken eye stove nasty greasy microwave seemed better idea eat avoid unpleasant surprises lackluster inhouse food didnt hear good things breakfast offerings anyways id avoid place like plague know im certainly never going back,0
recently chicago business chose stay swissotel chicago hotel sells stylish sophisticated luxurious says center city would better anywhere else impressed interior finding bordering clinical modern taste guess stylish might modern peoples minds mine also luxury means plush hard clinical made way reception hardly encountered friendly customer service boasted website organized executive suite planning work time hotel room thought extra space would come handy proceeded check girl desk told smacking gum reservation handed booking confirmation told first spelled name wrong even though spelled proceeded tell due conference executive suites already allocated would happy assign lake view room correct wrong step room asked surely give away room try compensate something better said really needed space would using room office finally said corner king room available wanted switch following evening would welcome room ok although disappointed cold clinical felt attempt make use hotel services found sadly lacking comments services high speed wireless available room unless willing pay fee cable connect also per day fee borders extortion free wifi lobby requires sit near doors open constantly letting freezing blasts air plus deal noise bustle people constantly coming phone room service arrival request extra pillow towels wait hours arrived fitness center pool looking forward using closed cleaning went breakfast next morning consisted continental items would expected money would say money better spent elsewhere,0
went homewood suites chicago part hiltons famous hotels gotta say worst hotel ever fact homewood suites worst hotel face planet checked rooms rooms look like hotel built bad shape fact rooms looked bad wanted leave hotel early also got check employees worked hotel saw one employees rung bell room ignored could hotel worst service supposed ignore one thing hate hotel logo didnt look like actual logo looked like logo changed look like something baby could draw ill never go hotel wont even million years matter hotel never recommend anyone everything hotel offer,0
impressed stay millennium knickerbocker hotel chicago checking two people ahead apparently takes one front desk agent minutes process guests issues rooms regarding seemed wrong room types room type requested nervous reservation sure enough superior corner room wasnt available hotel tried compensate complimentary breakfast drinks bar still annoying reserve room type available also annoyed every little thing upcharge hotel want internet upcharge want extra pillows upcharge extra coffee room upcharge bad enough get treatment airline ride hotel nickle dime annoying aggravating wont back would strongly recommend travelers beware booking,0
recently stayed sheraton chicago hotel towers way ill going back check took long time many people arriving conference single staff member reception desk room barely passable bathroom seemed need good cleaning room looked like seen better days long ever price paying youd think theyd allow access work facilities wanted outrageous per day charge top small pool hot tub wont want spending time top promised discount rate wasnt honored end stay despite assured well check ended arguing manager checking since catch flight resolution happened yet im still waiting responses calls letters chicago lot better hotels offer price per night paid wasnt worth even shulas wasnt enough make want return,0
hotel overpriced one pay money luxury fall far short considering prices charge go hotel restaurants expect certain markup yes make money prices charge food okay makes little sense got went room thought would nice colors great view deluxe bedding got sheets might come full price section targetthey cheap expensive either think could found something quality less ish night paid,0
chose stay millennium knickerbocker hotel recent trip chicago heard good reviews boy reviews wrong terrible service moment walked doors greeted receptionist like wasnt even room ready got even though got required checkin time allowed go room filthy didnt even clean dont know hold towels shampoo soap bathroom worst part bugs tub place disgusting place ive ever supposed one nicest nicest price charge recommend staying stay risk,0
stay hotel would certainly expected hilton especially due price paid room way hotel portrayed upon arriving hotel found one receptionist working busy texting mobile phone check wait mins checking made feel like inconveniencing finally got room appalled non smoking reservation room stank smoke several visible cigarette burns comforter carpet called reception confirm non smoking room advised argue receptionist room mins agreed switch room another one one entered new room found stank smoke exhausted flight decided would sort reception morning bad idea curled went sleep awoke go bathroom around am noticed legs covered red welts immediately rushed back bedroom back covers find bed teaming bed bugs packed stuff checked night however refund refused since contacted head office awaiting response stay,0
husband sorely disappointed hotel requested non smoking room right hit stinch stale cigarettes opened door front desk responsive needs finally get moved new room water pressure shower hardly enough get shampoo hair beds lumpy disappointed workout room small decided swim laps instead got pool didnt look like maintained week needless say wont make mistake staying homewood suites,0
stay hotel friend booked night stay one weekend visiting friend chicago though bit pricy decided knickerbocker great location rooms looked large wellkept flight delayed arrived hours designated check time however despite calling hotel advance notify delay arrived gave us hard time wait hour allowed room concierge manager extremely rude us made seem like huge inconvenience arriving late top maid service terrible thing seemed make bed vacuuming fresh towels etc didnt want stay third night forced order avoid ridiculous cancellation fee hotel way much money services provide youd better staying motel,0
husband made reservation sheraton chicago hotel towers much needed weekend getaway took work early friday beat traffic hotel quickly found ample parking drove around several times looking space park adjoining lot walk across busy side street gain access hotel upon checking informed floor room located process carpets cleaned decided since prepaid credit card going make best situation took elevator smelled like urine room see carpet cleaning machines unattended hallway hoped sake safety children staying floor walked room first thought much humidity room seems one guest used microwave heat sort spicy curry cusine overwhelming scent burnt curry mixed chemical smell carpet shampoo much us called desk manager asked could change rooms rudely informed us hotel completely booked due several weddings roar carpet cleaning machine came walls could hear anything else husband said decided get refund card leave hotel awful experience,0
price would think would top quality hotel nowhere close service checkin slow unfriendly room even worse small dirty smelled like stale cigarette smoke even though requested nonsmoking room cover bed stained hair bathroom floor curtain rod almost falling wall everything looked tired desperate need remodel also didnt appreciate pay wifi premium hotels offer free overall one worst hotels stayed long time considering price terrible,0
went stay millenium hotel chicago first rural midwest surprised price general kind accepted assured cousinwhom visiting chicago said normal check service seems fine get checked room seems ok couple hours later lady comes room hotel employee lady turns cross checked rooms weher went complained turns double booked room full full room type standard well superior rooms rather simply upgrade one us mistake asked one us would like move argued minutes didnt budge option one us fork extra corner superior wethe lady name sharon decided split difference gave moved get new room minutes later nobody sharon helped move get bed thrown together made bathroom wasnt clean garbage kleenex iti wasnt going check used called pm answer called minutes finally got hold someone told state room said would someone right away waited minutes lady comes uniform hell job cleaning switched garbage wiped whole bathroom vaccuumed around switched bedding told minutes didnt say two words clean stayed night checked am never go back ryan iowa,0
atrocious heres story wife californians met students university chicago celebrate th anniversary decided travel back windy city revisit places frequented first falling love came lodging knew wanted suite little else mattered wanted revisit city didnt intend spend much time room result didnt spend much time researching hotels big mistake stay homewood suites could worse room mention took full two hours prepare even though booked months advance filthy wife found dead cockroach bathroom staff rude indifferent chocolates included romance package could cost hotel dollar cleaning staff failed show front desk offered apologies little else suffice say checked early never seen poorlymanaged hotel truly shameful stay away,0
received type room reserved cleanliness seems issue maid staff carpet debris bathroom needed attention room service adequate great walls seem paper heard one neighbors tv night neighbors late enjoyment,0
stayed husband homewood suites chicago wanted something nice anniversary thought hilton solid name brand expected pleasant stay unfortunately case staff rude checkin took minutes lobby smelled musky gross room like hilton hotels stayed carpeting atrocious color vomit room smelled smoke even though advertised smokefree long brown hairs bed grossed call rude staff ask linens changed gave us huge attitude dont even get started poorly showerbathtub workeda nice anniversary went totally awry due crummy hotel could give stars would,0
sorely disappointed sheraton chicago outside looks like great hotel guess inside clean enough decor really boring frumpy expected looked website front desk staff nice enough first asked wifi password told pay extra mean come im paying bucks night wifi extra lady checked us got little snippy said says make reservation note self dont let husband book hotel without checking first amenities offeredd things started wrong foot anyhow guess positives hotel location lakeview rooms seems pretty safe impressed price ive stayed big city hotels half price better linens better restaurant got room cleaned reasonable hour stayed two nights didnt get beds made fresh towels almost guess unpleasant thing odd smell musty per se maybe like chemicals use cover mildewy smell general seems lke decline staff knows theyre kind lackadaisical wouldnt stay,0
one better experiences first arrived hotel tried get room key discovered fresh keys wait half hour someone ran get keys wouldnt bad lobby looked slight disrepair finally got room found burnt light bulb unmade bed room ok size one person would probably get bit crowded view window amazing took away bad overall felt like owners hotel stopped caring maintenance took four hours finally come fix light didnt even get housekeeping entire stay wouldnt recommend hotel anyone area hopefully make get act together,0
stayed sheraton chicago hotel towers december last year one worst hotel experiences ever first went check completely ignored staff rude seemed better things help check got room way rd floor room dirty cleaned back lobby seemed feel big deal gave another room went back check new room dirty also pubic hairs bed bathroom appeared maid went room picked trash made bed clean say yuck next visit lobby staff gave attitude transfer another room extremely poor customer service gross rooms felt like staying night roach motel night sheraton advise stay away,0
might classy looking hotel downtown chicago location bad rooms definitely hit miss range super basic affordable room presidential huge suites presidents could probably even afford many different room options wonder difficulty honoring exact reservation checkin past pm hotel decent pool health club extra per day many services hotel youd imagine price stay multiple hundreds things would included additionally checkin staff bit snobby unhelpful really would expect great service high price stay return chicago id definitely try staying somewhere else,0
stay millennium knickerbocker hotel chicago contemplated poor quality experienc felt need document amenities plush service staff lacking upon check reservation lost took minutes manager make arraingments stay offer upgrade comp way room service poor job cleaning room left wet towles bath room used coffee filter left coffee pot clean sure sheets changed checked bell hop dropped laptop destroyed hard drive leaving scramble recover report spent days creating overall negative experience left wondering train thier staff proper way attend customers relunctant stay assured focused trainging staff better,0
want everyone know awful experience sheraton chicago hotel towers arrived hotel clerk checking us said reservation system called earlier day confirmed speaking onduty manager informed reservation canceled earlier day hotel completely booked later found convention hotel price rooms risen dramatically believe canceled reservation could make money one wont going back hotel,0
stayed homewood suites downtown chicago last week extremely disappointed experience breakfast buffet minimal seem frequently restocked came downstairs minutes end breakfast period find half food options completely depleted also milk provided coffee cereals warm kept counter would better bringing food also layout rooms extremely awkward move furniture around able watch tv move back could make dinner comfortably use room ways could barely close door bedroom past corner bed wasnt would expect hiltonbrand hotel suite,0
staying swissotel chicago experienced worst customer service hotel front desk extremely rude checking even seemed try hurry us fitness center always packed never able get machines pool area eating restaurant felt overpriced meal elegant looking last issue hotel valet parking took awhile get car actually pulled wrong car around another minutes waited sort issue worst part far customer service although hotel looked nice wasnt worth stay way felt treated based money spending next time chicago staying somewhere else,0
booked room sheraton chicago hotel towers somewhat reluctantly enthusiastic spending room seeing lackluster photos website pleasantly surprised arrived lobby look stuffy online unfortunately hopes dashed arrived room say discovering newly issued key working wait ten minutes someone finally came let room painfully small didnt know better would thought staying red roof inn sweet sleeper bed stiff scratchy sheets cheapmotelthin coverlet disappointment continued entered bathroom found reeked smoke also outfitted cheapest trimmings possible stayed two nights surprised find sorts charges added room responsible charged demand movies empty mini bar smoking bathroom hah stopped payment credit card certainly submitting horrific experience,0
high hopes booked stay knickerbocker hotel chicago short weeks ago arrived known things would expected host desk rude seemed put finally got checked arrived room found temperature room far hot air conditioner turned hot muggy day would nice enter cool room turned air conditioner quite time room cooled since arrived early afternoon decided order room service nix restaurant hotel ordered gooey triple decker grilled cheese expecting best grilled cheese sandwich ever eaten finally arrived hour later cold cheese far gooey also comes bowl tomato bisque soup needless say also cold quality food way much pay meal meeting clients stopped martini bar drinks waitress rude seemed overwhelmed amount people serve needless say took forever get drinks heard patrons grumbling amount time took drinks arrive well finally got drinks ordered french martini took drink immediately mouths puckered far much pineapple juice making tart would think would made perfection far evening finally went back room found temperature cold due air conditioner turning miserable night checked glad done knickerbocker hotel,0
really expecting lot quality chain like sheraton recent stay downtown location chicago somewhat disappointment started check specifically requested room single kingsize bed told front desk uncertain terms ok rather rudely bankers convention going happy doublebed room left could get lousy drink voucher inconvenience room ok nothing special though cleaning staff mustve faint aroma old washrags still air internet jack wasnt working took two hours maintenance guy come fix apologies given price really expected way customer service sheraton guess theyre really better anyone else days,0
swissotel chicago hotel aspires tourists paradise hotel grand luxurious youd rather stay return home end trip really magnificent suggested true get massage rooms flat screen tvs ipod docks heck theres even gym truth youre really paying much things dont really need swissotel attempts lure illusions grandeur really youre getting holiday inn style room fancy wallpaper ability play tunes mp player overpriced dining options available palm restaurant claim serve excellent lobster yet ordered size craw fish left taste burnt fifty dollar bill mouth hotel hides behind velvet curtain hoping facade wont revealed,0
recently stayed homewood suites hilton chicago downtown found lacking quality service rooms nice well furnished service lacks areas complimentary services include fastspeed wireless internet access cardiofitness indoor pool grocery shopping service coffee tea hot chocolate cider day long lobbys hour convenience shop however wireless internet spotty best really slow speed times indoor pool far cold opinion cardio equipment left uncleaned grocery shopping service alright although bit slow side finally coffee hot chocolate hour convenience shop cold overall poor quality rating hotel scale would give best,0
stayed swissotel chicago holiday recently say definitely get pay initially attracted inexpensive prices luxury promised sorely mistaken first problem got told double booked suite reserved gave discount downgrade regular room left decided keep open mind settled husband went palm restaurant husband food allergies got order wrong send back three times time asked fix stormed angrily would return huff dinner went back room sitting bed knew would long night mattress hard blankets bad smell went restroom toilet cleaned previous patrons husband grabbed blanket car used instead smelly one didnt want bother desk staff cold reception walked tried massage service next day massage therapist unprofessional pressed really hurt back perhaps distracted texting throughout session lunch tried geneva restaurant hotel food cooked way decided eat anyway got food poisoning hour later got sick done went desk demanded refund next two nights going sleep one night made formal complaint manager seemed act like fault unreasonable lot arguing finally refunded us went different hotel worst place ever stayed think super motel would luxurious,0
family stayed sheraton chicago hotel towers belief stay would star experience farthest thing truth staff rude unhelpful hotel large get lost dont help staff find room card would get us start overall took hour get us room entered room noticed foul smell overlooked happy finally able rest wife went bathroom amazement appeared dog hair tub tile floor beginning bad stay room minutes knock door happened chicago police report smell marijuana coming room family put series embarrasing questions actually luggage personal belongings searched small amount marijuana found drawer dresser never touched come find video surveillance cleaning lady arrested possession marijuana needless say stay sheraton chicago hotel towers worst part vacation would recommend anyone stay place,0
stayed sheraton chicago hotel business meeting absolutely horrible experience arrived exhausted series delayed flights told room ready ready pm kidding waiting lobby minutes finally called desk told king room changed room two queen beds fine whatever get room unload bags find ac doesnt work call desk clerk tells sold move could discount rooms apology nothing im exhausted deal degree room went check next morning find one even bothered apply discount apology never received poor customer service life comming back,0
stayed sheraton chicago hotel towers recently completely dissatisfied arrived clerk rude guest finally got things figured went room river right outside constantly heard boats passing bathroom disgusting mention small pleasant experience sheraton chicago hotel towers,0
sheraton chicago hotel towers nice place stay need place stay quick notice certainly exceed expectations touted website starpoints system somewhat complicated helpful frequent traveler chic fussy overstatement room clean although bed covering wrinkled bathroom counter water lying appeared though hadnt cleaned since last guest hand lotion shampoo samples soap sample bathroom short two towels took two calls housekeeping get fixed cheap might better adjective check simple much hassle overall sheraton chicago hotel towers fine pinch next time research hotels little better making decision reserving room,0
swissotel chicago dont let shiny bright lights windy city fool hotel provide luxurious experience stay might expect firstly provided appliances room gadgets relatively low quality example window curtain small bedroom window nearly broke support trying open city view bedroom bed kingsized makes rattling noises every turn body make coarse isnt bad fall asleep sucks regards room services hotel workers friendly talk stubborn way want get done get paycheck yes basic room service orders friendly overall hotel much noticeable flaws top positives hotel bare minimum said would recommend hotel anyone around downtown chicago area need least average hotel services however subpar service quality okay hotel could suitable however considering prices better looking elsewhere hotel rooms,0
worst high priced hotel ive ever stayed business meeting chicago heard good reviews coworkers thought would nice place stay little upset experience swissotel chicagofront desk clerk rude check valet parking great brought suv around front quarter size dent passenger size door hotel refused pay damages room beautiful besides faint mildew smell room room service great pleasingour business meeting took place st gallen room meeting took little disruptive turn construction going time hard hear announcer meeting hotel beautiful stay wasnt great expected may want book somewhere else business meeting attend chicago,0
place absolutely foul minute walked knew making reservation mistake person counter would barely make eye contact acted like asking huge favor order check room requested room double beds available told made reservation requesting double beds request guarantee whats point making reservation got room room totally gross decor dated carpet torn spots whole place smelled musty almost moldy bathroom spots stains hesitate think true cleanliness sheets complimentary fitness area joke one broken treadmill couple mismatched dumbbells thanks thanks definitely return,0
